pair,relatedness
ind_1_ind_2,1.0
ind_1_ind_3,0.7143
ind_1_ind_4,0.8571
ind_1_ind_5,0.8571
ind_1_ind_6,0.7143
ind_1_ind_7,0.8571
ind_1_ind_8,0.8571
ind_1_ind_9,0.7143
ind_1_ind_10,0.8571
ind_1_ind_11,0.8571
ind_1_ind_12,0.7143
ind_1_ind_13,0.7143
ind_1_ind_14,0.7143
ind_1_ind_15,0.7143
ind_1_ind_16,0.7143
ind_1_ind_17,0.8571
ind_1_ind_18,0.7143
ind_1_ind_19,0.7143
ind_1_ind_20,0.5714
ind_1_ind_21,0.7143
ind_1_ind_22,0.7143
ind_1_ind_23,0.7143
ind_1_ind_24,0.8571
ind_1_ind_25,0.7143
ind_1_ind_26,0.7143
ind_1_ind_27,0.8571
ind_1_ind_28,0.8571
ind_1_ind_29,0.7143
ind_1_ind_30,0.7143
ind_1_ind_31,0.7143
ind_1_ind_32,0.7143
ind_1_ind_33,0.7143
ind_1_ind_34,0.7143
ind_1_ind_35,0.7143
ind_1_ind_36,0.7143
ind_1_ind_37,0.4286
ind_1_ind_38,0.7143
ind_1_ind_39,0.7143
ind_1_ind_40,0.7143
ind_1_ind_41,0.2857
ind_1_ind_42,0.4286
ind_1_ind_43,0.2857
ind_1_ind_44,0.2857
ind_1_ind_45,0.2857
ind_1_ind_46,0.2857
ind_1_ind_47,0.4286
ind_1_ind_48,0.2857
ind_1_ind_49,0.4286
ind_1_ind_50,0.2857
ind_1_ind_51,0.2857
ind_1_ind_52,0.4286
ind_1_ind_53,0.2857
ind_1_ind_54,0.2857
ind_1_ind_55,0.2857
ind_1_ind_56,0.2857
ind_1_ind_57,0.2857
ind_1_ind_58,0.2857
ind_1_ind_59,0.2857
ind_1_ind_60,0.2857
ind_1_ind_61,0.2857
ind_1_ind_62,0.2857
ind_1_ind_63,0.2857
ind_1_ind_64,0.2857
ind_1_ind_65,0.2857
ind_1_ind_66,0.2857
ind_1_ind_67,0.4286
ind_1_ind_68,0.4286
ind_1_ind_69,0.2857
ind_1_ind_70,0.4286
ind_1_ind_71,0.4286
ind_1_ind_72,0.2857
ind_1_ind_73,0.2857
ind_1_ind_74,0.2857
ind_1_ind_75,0.2857
ind_1_ind_76,0.2857
ind_1_ind_77,0.2857
ind_1_ind_78,0.2857
ind_1_ind_79,0.1429
ind_1_ind_80,0.1429
ind_1_ind_81,0.1429
ind_1_ind_82,0.2857
ind_1_ind_83,0.1429
ind_1_ind_84,0.1429
ind_1_ind_85,0.1429
ind_1_ind_86,0.1429
ind_1_ind_87,0.2857
ind_1_ind_88,0.1429
ind_1_ind_89,0.2857
ind_1_ind_90,0.1429
ind_1_ind_91,0.2857
ind_1_ind_92,0.2857
ind_1_ind_93,0.1429
ind_1_ind_94,0.4286
ind_1_ind_95,0.1429
ind_1_ind_96,0.1429
ind_1_ind_97,0.0
ind_1_ind_98,0.2857
ind_1_ind_99,0.1429
ind_1_ind_100,0.1429
ind_1_ind_101,0.1429
ind_1_ind_102,0.1429
ind_1_ind_103,0.2857
ind_1_ind_104,0.2857
ind_1_ind_105,0.1429
ind_1_ind_106,0.2857
ind_1_ind_107,0.1429
ind_1_ind_108,0.1429
ind_1_ind_109,0.1429
ind_1_ind_110,0.2857
ind_1_ind_111,0.1429
ind_1_ind_112,0.1429
ind_1_ind_113,0.1429
ind_1_ind_114,0.2857
ind_2_ind_3,0.7143
ind_2_ind_4,0.8571
ind_2_ind_5,0.8571
ind_2_ind_6,0.7143
ind_2_ind_7,0.8571
ind_2_ind_8,0.8571
ind_2_ind_9,0.7143
ind_2_ind_10,0.8571
ind_2_ind_11,0.8571
ind_2_ind_12,0.7143
ind_2_ind_13,0.7143
ind_2_ind_14,0.7143
ind_2_ind_15,0.7143
ind_2_ind_16,0.7143
ind_2_ind_17,0.8571
ind_2_ind_18,0.7143
ind_2_ind_19,0.7143
ind_2_ind_20,0.5714
ind_2_ind_21,0.7143
ind_2_ind_22,0.7143
ind_2_ind_23,0.7143
ind_2_ind_24,0.8571
ind_2_ind_25,0.7143
ind_2_ind_26,0.7143
ind_2_ind_27,0.8571
ind_2_ind_28,0.8571
ind_2_ind_29,0.7143
ind_2_ind_30,0.7143
ind_2_ind_31,0.7143
ind_2_ind_32,0.7143
ind_2_ind_33,0.7143
ind_2_ind_34,0.7143
ind_2_ind_35,0.7143
ind_2_ind_36,0.7143
ind_2_ind_37,0.4286
ind_2_ind_38,0.7143
ind_2_ind_39,0.7143
ind_2_ind_40,0.7143
ind_2_ind_41,0.2857
ind_2_ind_42,0.4286
ind_2_ind_43,0.2857
ind_2_ind_44,0.2857
ind_2_ind_45,0.2857
ind_2_ind_46,0.2857
ind_2_ind_47,0.4286
ind_2_ind_48,0.2857
ind_2_ind_49,0.4286
ind_2_ind_50,0.2857
ind_2_ind_51,0.2857
ind_2_ind_52,0.4286
ind_2_ind_53,0.2857
ind_2_ind_54,0.2857
ind_2_ind_55,0.2857
ind_2_ind_56,0.2857
ind_2_ind_57,0.2857
ind_2_ind_58,0.2857
ind_2_ind_59,0.2857
ind_2_ind_60,0.2857
ind_2_ind_61,0.2857
ind_2_ind_62,0.2857
ind_2_ind_63,0.2857
ind_2_ind_64,0.2857
ind_2_ind_65,0.2857
ind_2_ind_66,0.2857
ind_2_ind_67,0.4286
ind_2_ind_68,0.4286
ind_2_ind_69,0.2857
ind_2_ind_70,0.4286
ind_2_ind_71,0.4286
ind_2_ind_72,0.2857
ind_2_ind_73,0.2857
ind_2_ind_74,0.2857
ind_2_ind_75,0.2857
ind_2_ind_76,0.2857
ind_2_ind_77,0.2857
ind_2_ind_78,0.2857
ind_2_ind_79,0.1429
ind_2_ind_80,0.1429
ind_2_ind_81,0.1429
ind_2_ind_82,0.2857
ind_2_ind_83,0.1429
ind_2_ind_84,0.1429
ind_2_ind_85,0.1429
ind_2_ind_86,0.1429
ind_2_ind_87,0.2857
ind_2_ind_88,0.1429
ind_2_ind_89,0.2857
ind_2_ind_90,0.1429
ind_2_ind_91,0.2857
