pair,relatedness
B-4_B-7,0.5
B-4_B-9B,0.6
B-4_C-1,0.7
B-4_C-2,0.4
B-4_C-alfa,0.8
B-4_C-G,0.6
B-4_C-H,0.1
B-4_C-K,0.4
B-4_D-5,0.1
B-4_D-7,0.4
B-4_D-8,0.5
B-4_D-12,0.3
B-4_D-13,0.9
B-4_D-14,0.3
B-4_D-3.5,0.3
B-4_D-beta,0.2
B-4_E-17,0.4
B-4_E-18,0.4
B-4_E-21,0.6
B-4_E-23,0.9
B-4_F-13,0.2
B-4_G-11,0.8
B-4_G-21,0.2
B-4_H-29,0.4
B-4_H-33,0.4
B-4_C-9,0.4
B-7_B-9B,0.5
B-7_C-1,0.5
B-7_C-2,0.2
B-7_C-alfa,0.5
B-7_C-G,0.4
B-7_C-H,0.0
B-7_C-K,0.3
B-7_D-5,0.0
B-7_D-7,0.5
B-7_D-8,0.3
B-7_D-12,0.5
B-7_D-13,0.6
B-7_D-14,0.1
B-7_D-3.5,0.4
B-7_D-beta,0.1
B-7_E-17,0.3
B-7_E-18,0.4
B-7_E-21,0.3
B-7_E-23,0.5
B-7_F-13,0.1
B-7_G-11,0.4
B-7_G-21,0.2
B-7_H-29,0.5
B-7_H-33,0.3
B-7_C-9,0.4
B-9B_C-1,0.7
B-9B_C-2,0.3
B-9B_C-alfa,0.4
B-9B_C-G,0.5
B-9B_C-H,0.1
B-9B_C-K,0.3
B-9B_D-5,0.1
B-9B_D-7,0.3
B-9B_D-8,0.4
B-9B_D-12,0.3
B-9B_D-13,0.6
B-9B_D-14,0.2
B-9B_D-3.5,0.2
B-9B_D-beta,0.2
B-9B_E-17,0.3
B-9B_E-18,0.5
B-9B_E-21,0.4
B-9B_E-23,0.5
B-9B_F-13,0.2
B-9B_G-11,0.6
B-9B_G-21,0.2
B-9B_H-29,0.5
B-9B_H-33,0.5
B-9B_C-9,0.4
C-1_C-2,0.4
C-1_C-alfa,0.5
C-1_C-G,0.5
C-1_C-H,0.1
C-1_C-K,0.3
C-1_D-5,0.1
C-1_D-7,0.3
C-1_D-8,0.4
C-1_D-12,0.3
C-1_D-13,0.6
C-1_D-14,0.2
C-1_D-3.5,0.2
C-1_D-beta,0.2
C-1_E-17,0.4
C-1_E-18,0.5
C-1_E-21,0.4
C-1_E-23,0.6
C-1_F-13,0.2
C-1_G-11,0.7
C-1_G-21,0.2
C-1_H-29,0.5
C-1_H-33,0.4
C-1_C-9,0.4
C-2_C-alfa,0.2
C-2_C-G,0.4
C-2_C-H,0.2
C-2_C-K,0.4
C-2_D-5,0.5
C-2_D-7,0.1
C-2_D-8,0.5
C-2_D-12,0.1
C-2_D-13,0.3
C-2_D-14,0.5
C-2_D-3.5,0.5
C-2_D-beta,0.6
C-2_E-17,0.3
C-2_E-18,0.5
C-2_E-21,0.3
C-2_E-23,0.4
C-2_F-13,0.3
C-2_G-11,0.5
C-2_G-21,0.3
C-2_H-29,0.2
C-2_H-33,0.5
C-2_C-9,0.3
C-alfa_C-G,0.4
C-alfa_C-H,0.1
C-alfa_C-K,0.2
C-alfa_D-5,0.1
C-alfa_D-7,0.5
C-alfa_D-8,0.4
C-alfa_D-12,0.4
C-alfa_D-13,0.7
C-alfa_D-14,0.3
C-alfa_D-3.5,0.3
C-alfa_D-beta,0.2
C-alfa_E-17,0.6
C-alfa_E-18,0.2
C-alfa_E-21,0.6
C-alfa_E-23,0.7
C-alfa_F-13,0.0
C-alfa_G-11,0.6
C-alfa_G-21,0.0
C-alfa_H-29,0.3
C-alfa_H-33,0.2
C-alfa_C-9,0.3
C-G_C-H,0.2
C-G_C-K,0.3
C-G_D-5,0.3
C-G_D-7,0.2
C-G_D-8,0.6
C-G_D-12,0.3
C-G_D-13,0.7
C-G_D-14,0.5
C-G_D-3.5,0.3
C-G_D-beta,0.4
C-G_E-17,0.4
C-G_E-18,0.6
C-G_E-21,0.8
C-G_E-23,0.5
C-G_F-13,0.4
C-G_G-11,0.7
C-G_G-21,0.5
C-G_H-29,0.4
C-G_H-33,0.6
C-G_C-9,0.5
C-H_C-K,0.4
C-H_D-5,0.6
C-H_D-7,0.2
C-H_D-8,0.2
C-H_D-12,0.2
C-H_D-13,0.1
C-H_D-14,0.5
C-H_D-3.5,0.2
C-H_D-beta,0.5
C-H_E-17,0.2
C-H_E-18,0.4
C-H_E-21,0.3
C-H_E-23,0.1
C-H_F-13,0.4
C-H_G-11,0.2
C-H_G-21,0.4
C-H_H-29,0.1
C-H_H-33,0.4
C-H_C-9,0.3
C-K_D-5,0.2
C-K_D-7,0.3
C-K_D-8,0.3
C-K_D-12,0.3
C-K_D-13,0.4
C-K_D-14,0.3
C-K_D-3.5,0.4
C-K_D-beta,0.3
C-K_E-17,0.0
C-K_E-18,0.5
C-K_E-21,0.2
C-K_E-23,0.4
C-K_F-13,0.4
C-K_G-11,0.3
C-K_G-21,0.5
C-K_H-29,0.3
C-K_H-33,0.5
C-K_C-9,0.4
D-5_D-7,0.2
D-5_D-8,0.3
D-5_D-12,0.2
D-5_D-13,0.1
D-5_D-14,0.8
D-5_D-3.5,0.6
D-5_D-beta,0.9
D-5_E-17,0.3
D-5_E-18,0.4
D-5_E-21,0.4
D-5_E-23,0.1
D-5_F-13,0.4
D-5_G-11,0.2
D-5_G-21,0.3
D-5_H-29,0.0
D-5_H-33,0.3
D-5_C-9,0.2
D-7_D-8,0.3
D-7_D-12,0.8
D-7_D-13,0.4
D-7_D-14,0.3
D-7_D-3.5,0.3
D-7_D-beta,0.3
D-7_E-17,0.2
D-7_E-18,0.4
D-7_E-21,0.4
D-7_E-23,0.4
D-7_F-13,0.1
D-7_G-11,0.2
D-7_G-21,0.0
D-7_H-29,0.2
D-7_H-33,0.2
D-7_C-9,0.3
D-8_D-12,0.2
D-8_D-13,0.6
D-8_D-14,0.3
D-8_D-3.5,0.2
D-8_D-beta,0.4
D-8_E-17,0.4
D-8_E-18,0.4
D-8_E-21,0.7
D-8_E-23,0.4
D-8_F-13,0.2
D-8_G-11,0.5
D-8_G-21,0.3
D-8_H-29,0.3
D-8_H-33,0.4
D-8_C-9,0.3
D-12_D-13,0.3
D-12_D-14,0.3
D-12_D-3.5,0.3
D-12_D-beta,0.3
D-12_E-17,0.3
D-12_E-18,0.4
D-12_E-21,0.3
D-12_E-23,0.3
D-12_F-13,0.1
D-12_G-11,0.2
D-12_G-21,0.0
D-12_H-29,0.3
D-12_H-33,0.2
D-12_C-9,0.5
D-13_D-14,0.3
D-13_D-3.5,0.3
D-13_D-beta,0.2
D-13_E-17,0.3
D-13_E-18,0.4
D-13_E-21,0.7
D-13_E-23,0.8
D-13_F-13,0.2
D-13_G-11,0.7
D-13_G-21,0.3
D-13_H-29,0.5
D-13_H-33,0.4
D-13_C-9,0.4
D-14_D-3.5,0.6
D-14_D-beta,0.9
D-14_E-17,0.2
D-14_E-18,0.5
D-14_E-21,0.6
D-14_E-23,0.3
D-14_F-13,0.4
D-14_G-11,0.4
D-14_G-21,0.3
D-14_H-29,0.1
D-14_H-33,0.4
D-14_C-9,0.3
D-3.5_D-beta,0.7
D-3.5_E-17,0.2
D-3.5_E-18,0.4
D-3.5_E-21,0.2
D-3.5_E-23,0.3
D-3.5_F-13,0.3
D-3.5_G-11,0.2
D-3.5_G-21,0.2
D-3.5_H-29,0.2
D-3.5_H-33,0.3
D-3.5_C-9,0.3
D-beta_E-17,0.3
D-beta_E-18,0.5
D-beta_E-21,0.5
D-beta_E-23,0.2
D-beta_F-13,0.4
D-beta_G-11,0.3
D-beta_G-21,0.3
D-beta_H-29,0.1
D-beta_H-33,0.4
D-beta_C-9,0.3
E-17_E-18,0.2
E-17_E-21,0.4
E-17_E-23,0.3
E-17_F-13,0.2
E-17_G-11,0.5
E-17_G-21,0.1
E-17_H-29,0.2
E-17_H-33,0.2
E-17_C-9,0.4
E-18_E-21,0.5
E-18_E-23,0.4
E-18_F-13,0.6
E-18_G-11,0.5
E-18_G-21,0.5
E-18_H-29,0.4
E-18_H-33,0.8
E-18_C-9,0.5
E-21_E-23,0.5
E-21_F-13,0.3
E-21_G-11,0.6
E-21_G-21,0.4
E-21_H-29,0.3
E-21_H-33,0.5
E-21_C-9,0.3
E-23_F-13,0.2
E-23_G-11,0.7
E-23_G-21,0.2
E-23_H-29,0.3
E-23_H-33,0.4
E-23_C-9,0.4
F-13_G-11,0.3
F-13_G-21,0.6
F-13_H-29,0.3
F-13_H-33,0.5
F-13_C-9,0.3
G-11_G-21,0.3
G-11_H-29,0.4
G-11_H-33,0.5
G-11_C-9,0.5
G-21_H-29,0.4
G-21_H-33,0.6
G-21_C-9,0.3
H-29_H-33,0.3
H-29_C-9,0.4
H-33_C-9,0.5
